date,JPN01,JPN02,JPN03,JPN04,JPN05,JPN06,JPN07,JPN08,JPN09
03/01/2023 06:00,4215,9728,27450,11371,2910,12875,6072,2760,9191
03/01/2023 07:00,4085,9605,29830,12124,2837,13772,6363,2800,9662
03/01/2023 08:00,4053,9961,30850,12808,2941,14791,6570,3090,9864
03/01/2023 09:00,3921,10005,30020,12572,2978,14899,6147,3010,9205
03/01/2023 10:00,3764,9786,28760,11916,2800,14511,5638,2850,8665
03/01/2023 11:00,3719,9603,27710,11501,2604,14149,5408,2770,8508
03/01/2023 12:00,3647,9364,27030,11101,2614,13943,5197,2630,8446
03/01/2023 13:00,3640,9281,26380,10931,2579,13581,5045,2510,8035
03/01/2023 14:00,3738,9100,26270,10923,2567,13278,5079,2430,7797
03/01/2023 15:00,3902,9373,27310,11201,2685,13474,5355,2490,7815
03/01/2023 16:00,4074,9939,29650,11890,2890,14234,5885,2700,8665
03/01/2023 17:00,4257,10705,32860,13310,3104,15769,6556,3090,9865
03/01/2023 18:00,4264,10741,33990,13637,3152,16344,6915,3240,10643
03/01/2023 19:00,4212,10563,34090,13639,3105,16312,6876,3220,10727
03/01/2023 20:00,4183,10329,33920,13549,3058,16158,6851,3190,10677
03/01/2023 21:00,4147,9908,32860,13159,2951,15709,6634,3060,10434
03/01/2023 22:00,3990,9332,31090,12371,2883,14833,6182,2860,9950
03/01/2023 23:00,4111,9314,29540,11998,2941,14299,5930,2820,9546
04/01/2023 00:00,4061,9067,27400,11349,2889,13412,5885,2780,9103
04/01/2023 01:00,4185,9348,26320,11109,2958,12959,5938,2850,9070
04/01/2023 02:00,4345,9598,25930,11219,3129,13156,6185,3000,9409
04/01/2023 03:00,4462,9805,25760,11235,3223,13211,6465,3100,9810
04/01/2023 04:00,4511,9958,25970,11113,3196,12979,6452,3100,9854
04/01/2023 05:00,4444,10102,27310,11176,3115,12923,6419,3040,9711
04/01/2023 06:00,4394,10353,30550,11878,3121,13768,6617,3050,10070
04/01/2023 07:00,4257,10535,33810,12931,3226,15175,7062,3220,10870
04/01/2023 08:00,4330,11164,35530,14139,3403,16566,7476,3500,11320
04/01/2023 09:00,4308,11325,34930,14339,3549,16906,7133,3350,10447
04/01/2023 10:00,4205,11137,33520,13947,3459,16817,6719,3190,9751
04/01/2023 11:00,4069,10995,32390,13817,3290,16612,6376,3140,9635
04/01/2023 12:00,3942,10920,31750,13588,3306,16353,6262,3060,9474
04/01/2023 13:00,3918,10772,31550,13567,3373,16145,6095,3050,9221
04/01/2023 14:00,4002,10582,31200,13385,3424,16041,6134,3000,8912
04/01/2023 15:00,4280,10740,32170,13416,3446,16047,6465,3050,9156
04/01/2023 16:00,4375,11221,34380,14251,3555,16796,6818,3200,9870
04/01/2023 17:00,4575,11728,37100,15321,3725,18093,7413,3460,10924
04/01/2023 18:00,4568,11728,37790,15512,3691,18406,7658,3560,11619
04/01/2023 19:00,4446,11466,37640,15354,3594,18198,7578,3520,11579
04/01/2023 20:00,4386,11090,37090,15014,3491,17794,7381,3420,11433
04/01/2023 21:00,4282,10569,35580,14322,3379,17020,7080,3240,10970
04/01/2023 22:00,4058,9861,33430,13291,3249,15812,6631,3010,10343
04/01/2023 23:00,4177,9766,31210,12832,3298,14942,6423,2910,9860
05/01/2023 00:00,4111,9499,28630,12217,3258,13942,6246,2850,9412
05/01/2023 01:00,4231,9659,27380,12050,3332,13590,6243,2910,9411
05/01/2023 02:00,4377,9982,26940,12176,3482,13733,6523,3090,9786
05/01/2023 03:00,4481,10150,26750,12258,3579,13796,6762,3180,10138
05/01/2023 04:00,4502,10305,27110,12176,3575,13689,6880,3220,10262
05/01/2023 05:00,4460,10638,29060,12565,3546,13979,6935,3220,10454
05/01/2023 06:00,4461,11069,33350,13759,3640,15492,7341,3350,11011
05/01/2023 07:00,4384,11398,37590,15450,3794,17564,7954,3580,11934
05/01/2023 08:00,4446,12267,40210,17163,4152,19638,8507,4010,12633
05/01/2023 09:00,4426,12594,40500,17454,4334,20558,8426,3990,12135
05/01/2023 10:00,4370,12449,39290,16918,4282,20259,7883,3790,11349
05/01/2023 11:00,4323,12298,38260,16390,4142,19930,7716,3660,10969
05/01/2023 12:00,4259,11862,36740,15613,3925,19061,7123,3450,10440
05/01/2023 13:00,4247,11984,36840,15715,3983,19231,7309,3460,10331
05/01/2023 14:00,4289,11768,36700,15587,3979,18989,7338,3400,10200
05/01/2023 15:00,4411,11950,37490,15826,3956,18968,7449,3430,10375
05/01/2023 16:00,4517,12414,39670,16497,4049,19497,7719,3570,10934
05/01/2023 17:00,4582,12630,41380,17206,4079,19983,7922,3750,11691
05/01/2023 18:00,4525,12439,41590,17142,4065,19915,8176,3840,12236
05/01/2023 19:00,4387,12022,41070,16687,3930,19500,7958,3730,12062
05/01/2023 20:00,4306,11603,40090,16251,3810,18977,7710,3600,11745
05/01/2023 21:00,4182,11108,38410,15554,3677,18222,7456,3410,11264
05/01/2023 22:00,4025,10418,36040,14451,3545,17255,7038,3160,10659
05/01/2023 23:00,4151,10268,33680,14078,3553,16318,6794,3070,10156
06/01/2023 00:00,4104,9966,31060,13244,3478,15318,6653,2990,9620
06/01/2023 01:00,4191,10177,29860,13075,3572,14772,6595,3050,9561
06/01/2023 02:00,4298,10401,29280,13159,3696,14924,6913,3230,9924
06/01/2023 03:00,4360,10575,29180,13174,3787,14915,7169,3330,10269
06/01/2023 04:00,4384,10708,29560,13074,3749,14856,7233,3340,10387
06/01/2023 05:00,4368,10997,31660,13567,3719,15081,7302,3330,10607
06/01/2023 06:00,4403,11375,36220,14859,3793,16493,7697,3450,11163
06/01/2023 07:00,4309,11629,40610,16352,3907,18510,8253,3670,12019
06/01/2023 08:00,4419,12455,44170,18220,4226,20758,8943,4230,12694
06/01/2023 09:00,4346,12757,44800,18634,4296,21560,9013,4240,12433
06/01/2023 10:00,4158,12481,42770,17980,4132,20855,8493,4000,11695
06/01/2023 11:00,4204,12187,41410,17313,4069,20379,8205,3920,11395
06/01/2023 12:00,4026,11658,39460,16242,3858,19367,7709,3650,11060
06/01/2023 13:00,4035,11807,39510,16552,3936,19589,7947,3720,11405
06/01/2023 14:00,4129,11652,38980,16306,3921,19464,7901,3710,11294
06/01/2023 15:00,4297,11669,38740,16324,3894,19239,7880,3740,11264
06/01/2023 16:00,4492,12189,40700,17046,3983,19746,8051,3770,11460
06/01/2023 17:00,4514,12289,42160,17430,3989,20182,8342,3890,12053
06/01/2023 18:00,4423,12111,41900,17192,3948,19994,8389,3930,12335
06/01/2023 19:00,4290,11735,40870,16696,3813,19488,8197,3810,12008
06/01/2023 20:00,4170,11332,39480,16185,3706,18946,7978,3690,11546
06/01/2023 21:00,4028,10802,37510,15564,3585,18336,7631,3520,11065
06/01/2023 22:00,3856,10252,35450,14695,3513,17427,7265,3290,10428
06/01/2023 23:00,3955,10164,33140,14293,3489,16689,7038,3220,9880
07/01/2023 00:00,3917,9825,30510,13647,3374,15696,6913,3150,9215
07/01/2023 01:00,4045,9980,29100,13400,3445,15234,6975,3210,9115
07/01/2023 02:00,4195,10218,28510,13480,3584,15366,7216,3360,9464
07/01/2023 03:00,4327,10403,28120,13476,3662,15338,7459,3450,9833
07/01/2023 04:00,4357,10481,28110,13285,3593,15012,7449,3450,9949
07/01/2023 05:00,4300,10600,28890,13424,3461,14928,7287,3370,9863
07/01/2023 06:00,4274,10682,31280,14157,3364,15601,7408,3310,9871
07/01/2023 07:00,4166,10760,34320,15331,3377,16910,7723,3420,10398
07/01/2023 08:00,4311,11533,37120,16716,3611,18999,8410,3850,11034
07/01/2023 09:00,4245,11711,37550,17004,3744,19664,8683,3930,10935
07/01/2023 10:00,4018,11391,36080,16507,3671,19151,8503,3810,10565
07/01/2023 11:00,3828,11151,34890,15742,3590,18693,8299,3630,10319
07/01/2023 12:00,3602,10695,33610,14715,3434,18130,7907,3550,10158
07/01/2023 13:00,3617,10679,33250,14650,3454,18399,7813,3520,10101
07/01/2023 14:00,3756,10515,32940,14384,3446,18469,7701,3560,9895
07/01/2023 15:00,4041,10371,33300,14393,3458,18324,7779,3590,10000
07/01/2023 16:00,4209,10964,34730,14964,3493,18539,7913,3630,10386
07/01/2023 17:00,4332,11262,37220,15940,3577,18982,8130,3770,11134
07/01/2023 18:00,4317,11193,37810,16002,3548,18946,8101,3800,11511
07/01/2023 19:00,4219,10917,37620,15752,3467,18562,7980,3690,11272
07/01/2023 20:00,4106,10635,36960,15539,3376,18033,7723,3570,10951
07/01/2023 21:00,4032,10229,35580,14967,3288,17347,7414,3390,10593
07/01/2023 22:00,3894,9822,33860,14121,3205,16522,7107,3160,10143
07/01/2023 23:00,4040,9750,32140,13741,3200,15679,6765,3060,9746
08/01/2023 00:00,4029,9517,30120,13056,3137,14653,6632,2970,9285
08/01/2023 01:00,4181,9674,28910,12837,3225,14256,6635,3020,9268
08/01/2023 02:00,4300,9912,28370,12965,3392,14299,6886,3180,9748
08/01/2023 03:00,4451,10099,28090,13028,3490,14242,7111,3330,10122
08/01/2023 04:00,4498,10171,28080,12873,3433,14007,7119,3350,10229
08/01/2023 05:00,4369,10115,28660,12855,3237,13675,6929,3260,10059
08/01/2023 06:00,4309,9939,30470,12964,3060,13959,6841,3100,9915
08/01/2023 07:00,4077,9836,32850,13676,2970,14840,6940,3100,10220
08/01/2023 08:00,4010,10137,34360,14559,3053,15969,7237,3300,10404
08/01/2023 09:00,3888,10281,33980,14402,3082,16635,7001,3170,9591
08/01/2023 10:00,3682,10000,32510,13693,2991,16313,6479,3020,8904
08/01/2023 11:00,3526,9861,31360,13129,2898,15787,6084,2890,8852
08/01/2023 12:00,3405,9615,30740,12597,2839,15514,5957,2820,8629
08/01/2023 13:00,3393,9331,30060,12389,2780,15092,5836,2740,8323
08/01/2023 14:00,3460,9320,29740,12306,2740,14975,5770,2680,8030
08/01/2023 15:00,3741,9318,30290,12542,2783,15135,6049,2740,8083
08/01/2023 16:00,3998,9992,32200,13144,2905,15704,6432,2920,8869
08/01/2023 17:00,4205,10620,35280,14599,3142,17036,7012,3260,9922
08/01/2023 18:00,4230,10705,36160,14825,3194,17477,7373,3440,10728
08/01/2023 19:00,4171,10528,35960,14756,3157,17393,7392,3430,10811
08/01/2023 20:00,4118,10282,35140,14573,3100,17199,7284,3380,10674
08/01/2023 21:00,4046,9935,33900,14135,3017,16643,7082,3260,10331
08/01/2023 22:00,3856,9460,31890,13331,2993,15712,6689,3060,9951
08/01/2023 23:00,3964,9416,30190,13042,2992,15112,6608,3010,9497
09/01/2023 00:00,3904,9190,28140,12401,2932,14353,6468,2980,9110
09/01/2023 01:00,4029,9355,27200,12327,3033,14048,6588,3070,9152
09/01/2023 02:00,4177,9698,26880,12475,3225,14280,6871,3260,9594
09/01/2023 03:00,4299,9884,26910,12706,3373,14335,7160,3370,9948
09/01/2023 04:00,4389,9985,27210,12857,3360,14148,7172,3370,10090
09/01/2023 05:00,4301,10072,28190,13183,3255,14025,7071,3290,10049
09/01/2023 06:00,4234,10134,30540,14163,3131,14655,7125,3240,10184
09/01/2023 07:00,4051,10148,33470,15741,3134,15835,7467,3340,10740
09/01/2023 08:00,4134,10798,35570,17561,3302,17419,8057,3650,11159
09/01/2023 09:00,4084,11045,35610,17970,3490,18250,7997,3530,10458
09/01/2023 10:00,3886,10702,34390,17342,3478,18063,7366,3330,9699
09/01/2023 11:00,3688,10558,33160,16786,3475,17625,6987,3210,9616
09/01/2023 12:00,3596,10394,31930,15881,3395,16938,6732,3100,9276
09/01/2023 13:00,3749,10260,31770,16133,3425,16695,6860,3090,9036
09/01/2023 14:00,3937,10112,31540,16156,3413,16397,6807,3040,8603
09/01/2023 15:00,4103,10165,31960,16103,3395,16264,6942,3060,8829
09/01/2023 16:00,4211,10797,33630,16780,3483,16837,7132,3160,9501
09/01/2023 17:00,4403,11174,36320,17388,3595,18011,7570,3440,10424
09/01/2023 18:00,4452,11154,37020,17355,3585,18253,7706,3570,10951
09/01/2023 19:00,4341,10889,36660,16981,3499,18019,7572,3490,10772
09/01/2023 20:00,4295,10546,35960,16643,3402,17619,7344,3380,10508
09/01/2023 21:00,4263,10153,34530,16055,3295,16891,7015,3200,10044
09/01/2023 22:00,4070,9703,32360,15222,3222,15722,6536,2960,9420
09/01/2023 23:00,4129,9740,30320,14749,3245,14893,6221,2870,8888
10/01/2023 00:00,4072,9636,28100,13851,3252,13804,6030,2790,8436
10/01/2023 01:00,4241,9886,27010,13613,3390,13616,6089,2860,8466
10/01/2023 02:00,4411,10172,26870,13826,3611,14083,6459,3020,8935
10/01/2023 03:00,4530,10405,26950,14053,3746,14429,6868,3190,9456
10/01/2023 04:00,4583,10671,27650,14181,3769,14607,6993,3290,9721
10/01/2023 05:00,4562,11032,29730,14923,3724,14996,7114,3340,9923
10/01/2023 06:00,4636,11573,34220,16447,3803,16498,7587,3460,10430
10/01/2023 07:00,4548,11859,38070,18133,3918,18500,7973,3600,11112
10/01/2023 08:00,4779,12923,40840,20337,4314,20547,8761,4060,11518
10/01/2023 09:00,4867,13449,42020,20899,4568,21579,8726,4050,10987
10/01/2023 10:00,4773,13348,41660,20333,4521,21284,8271,3900,10442
10/01/2023 11:00,4688,13254,40990,19905,4462,21071,8052,3780,10202
10/01/2023 12:00,4454,12540,39370,18771,4236,20135,7368,3560,9736
10/01/2023 13:00,4518,12861,39980,19517,4362,20593,7508,3670,9734
10/01/2023 14:00,4623,12896,39890,19387,4311,20308,7476,3570,9579
10/01/2023 15:00,4773,13091,40600,19396,4273,20241,7699,3570,9731
10/01/2023 16:00,4842,13412,42570,19798,4354,20748,8029,3730,10441
10/01/2023 17:00,4854,13501,44360,20197,4351,21280,8331,3900,11014
10/01/2023 18:00,4792,13247,44340,20027,4296,21186,8596,4010,11632
10/01/2023 19:00,4621,12755,43400,19352,4137,20557,8378,3930,11463
10/01/2023 20:00,4517,12226,42190,18910,3994,19968,8162,3820,11239
10/01/2023 21:00,4415,11612,40200,18403,3857,19311,7875,3630,10877
10/01/2023 22:00,4136,10760,37730,17339,3772,18258,7353,3370,10370
10/01/2023 23:00,4174,10535,35170,16875,3780,17374,7120,3310,9870
11/01/2023 00:00,4086,10127,32390,15965,3717,16326,6999,3270,9420
11/01/2023 01:00,4230,10332,31100,15611,3816,15922,7112,3350,9455
11/01/2023 02:00,4380,10561,30590,15689,3983,16066,7375,3510,9929
11/01/2023 03:00,4483,10697,30410,15626,4060,16119,7733,3630,10372
11/01/2023 04:00,4508,10783,30830,15566,4035,15996,7864,3630,10563
11/01/2023 05:00,4506,11130,32970,16061,4028,16356,7936,3660,10798
11/01/2023 06:00,4604,11592,37770,17872,4141,18189,8474,3850,11448
11/01/2023 07:00,4555,11746,41850,19607,4195,20296,9042,4070,12247
11/01/2023 08:00,4814,12687,44710,21653,4384,22158,9541,4400,12598
11/01/2023 09:00,4827,12922,45030,21941,4395,22909,9114,4190,11739
11/01/2023 10:00,4656,12540,43060,20860,4202,21893,8311,3930,10844
11/01/2023 11:00,4487,12143,41340,19970,4035,21042,7883,3800,10463
11/01/2023 12:00,4202,11494,39110,18479,3752,19591,7200,3570,9870
11/01/2023 13:00,4258,11728,39240,18832,3832,19768,7371,3600,9891
11/01/2023 14:00,4215,11608,38700,18617,3814,19372,7352,3520,9771
11/01/2023 15:00,4348,11491,39020,18470,3803,19401,7544,3530,9851
11/01/2023 16:00,4531,11994,40740,18875,3902,20166,7912,3700,10354
11/01/2023 17:00,4580,12084,42590,19470,4021,20956,8163,3850,10911
11/01/2023 18:00,4501,11933,42860,19490,4059,21010,8355,3980,11493
11/01/2023 19:00,4371,11567,42160,19100,3982,20653,8167,3900,11344
11/01/2023 20:00,4194,11149,41220,18697,3904,20142,7970,3780,11035
11/01/2023 21:00,4058,10623,39390,18159,3784,19490,7730,3580,10597
11/01/2023 22:00,3836,9962,37180,17262,3711,18427,7265,3330,10101
11/01/2023 23:00,3926,9818,34790,16760,3745,17588,7049,3250,9563
12/01/2023 00:00,3824,9535,32100,16037,3653,16550,6893,3170,9105
12/01/2023 01:00,3947,9769,30770,15738,3746,16118,6983,3250,9102
12/01/2023 02:00,4079,10055,30260,15706,3935,16210,7286,3430,9598
12/01/2023 03:00,4207,10262,30090,15730,4005,16209,7588,3550,10057
12/01/2023 04:00,4266,10439,30500,15625,3966,16024,7678,3560,10219
12/01/2023 05:00,4230,10823,32780,16195,3919,16341,7763,3570,10407
12/01/2023 06:00,4276,11203,37610,17953,4027,18181,8152,3740,10792
12/01/2023 07:00,4265,11320,41390,19692,4083,20194,8631,3910,11353
12/01/2023 08:00,4417,12153,43970,21697,4278,21971,9299,4280,11889
12/01/2023 09:00,4262,12407,44510,21992,4315,22541,9029,4150,11902
12/01/2023 10:00,4102,11996,43330,20796,4111,21732,8394,3940,11282
12/01/2023 11:00,3993,11848,41660,19809,3979,20831,7985,3850,11027
12/01/2023 12:00,3733,11093,39420,18170,3647,19378,7328,3630,10500
12/01/2023 13:00,3787,11263,39120,18467,3718,19508,7506,3700,10509
12/01/2023 14:00,3793,11182,38270,18279,3680,19063,7525,3670,10505
12/01/2023 15:00,4022,11001,38270,18071,3651,18754,7676,3700,10439
12/01/2023 16:00,4299,11399,39790,18430,3720,19242,7843,3740,10762
12/01/2023 17:00,4420,11659,41830,19003,3837,19955,8063,3800,11101
12/01/2023 18:00,4386,11555,42250,19030,3865,20087,8182,3840,11354
12/01/2023 19:00,4265,11218,41390,18574,3752,19599,7879,3710,10982
12/01/2023 20:00,4136,10863,40450,18126,3664,19016,7693,3570,10565
12/01/2023 21:00,4018,10390,38540,17513,3537,18391,7318,3360,10057
12/01/2023 22:00,3820,9880,36250,16730,3485,17345,6921,3110,9497
12/01/2023 23:00,3859,9729,33910,16178,3473,16424,6690,3000,9060
13/01/2023 00:00,3795,9495,31330,15430,3401,15427,6546,2890,8563
13/01/2023 01:00,3929,9718,30180,15121,3524,15009,6569,2950,8487
13/01/2023 02:00,4106,10042,29730,15202,3723,15328,6931,3140,8908
13/01/2023 03:00,4222,10293,29620,15239,3837,15482,7226,3300,9386
13/01/2023 04:00,4288,10521,30060,15192,3841,15418,7344,3350,9523
13/01/2023 05:00,4266,10905,32180,15705,3799,15647,7492,3340,9522
13/01/2023 06:00,4294,11377,36880,17303,3860,17126,7680,3410,9661
13/01/2023 07:00,4213,11411,40600,18855,3882,18746,7976,3490,10182
13/01/2023 08:00,4371,12184,42960,20649,4047,20433,8461,3820,10795
13/01/2023 09:00,4345,12321,43160,20868,4065,21072,8707,3880,11212
13/01/2023 10:00,4325,11892,41450,19925,3975,20616,8356,3790,11066
13/01/2023 11:00,4363,11542,40340,19144,3916,20200,8408,3760,10920
13/01/2023 12:00,4177,10820,38990,17758,3665,19068,7989,3460,10453
13/01/2023 13:00,4316,11051,40170,18276,3772,19479,8349,3690,10696
13/01/2023 14:00,4259,10934,38430,18199,3783,19327,8257,3700,10618
13/01/2023 15:00,4214,10739,38000,18210,3761,19108,8190,3700,10496
13/01/2023 16:00,4349,11219,39320,18667,3798,19421,8240,3770,10665
13/01/2023 17:00,4317,11249,40370,18473,3767,19405,8225,3730,10803
13/01/2023 18:00,4194,11024,39950,18099,3714,18993,8144,3690,10787
13/01/2023 19:00,4077,10653,38660,17469,3569,18376,7780,3540,10343
13/01/2023 20:00,3921,10231,37320,16989,3424,17660,7447,3380,9902
13/01/2023 21:00,3757,9694,35260,16388,3294,16834,7032,3180,9430
13/01/2023 22:00,3548,9227,33300,15652,3239,16049,6552,2960,8973
13/01/2023 23:00,3616,9011,31090,14984,3152,15140,6306,2880,8620
14/01/2023 00:00,3574,8614,28580,14107,3035,14352,6086,2750,8156
14/01/2023 01:00,3707,8789,27380,13648,3077,13978,6048,2800,8096
14/01/2023 02:00,3821,9112,27030,13667,3269,14225,6368,2960,8512
14/01/2023 03:00,3903,9373,26930,13653,3412,14371,6621,3120,8925
14/01/2023 04:00,3956,9488,26960,13384,3375,13984,6614,3120,8973
14/01/2023 05:00,3879,9477,27410,13040,3197,13501,6357,2970,8565
14/01/2023 06:00,3796,9246,28830,13086,2961,13577,6179,2820,8174
14/01/2023 07:00,3784,9201,30940,13796,2914,14648,6308,2910,8424
14/01/2023 08:00,4168,9847,33990,14803,3056,16430,6899,3230,8983
14/01/2023 09:00,4316,10170,35940,15442,3165,17554,7188,3320,9312
14/01/2023 10:00,4240,10000,35840,15461,3161,17576,6967,3300,9259
14/01/2023 11:00,4169,9932,36000,15221,3121,17358,6778,3280,9225
14/01/2023 12:00,4051,9574,35400,14665,3052,16838,6345,3180,8932
14/01/2023 13:00,4039,9598,34900,14663,3072,16715,6492,3120,9101
14/01/2023 14:00,3999,9560,34230,14382,3053,16388,6444,3110,9008
14/01/2023 15:00,4012,9504,33870,14120,3038,16109,6434,3100,8891
14/01/2023 16:00,4090,9800,34790,14451,3080,16316,6530,3100,9078
14/01/2023 17:00,4182,10021,36050,14846,3150,16619,6780,3200,9424
14/01/2023 18:00,4179,9939,36030,14821,3141,16596,6788,3210,9565
14/01/2023 19:00,4087,9617,35320,14462,3075,16195,6580,3110,9269
14/01/2023 20:00,4015,9282,34280,14002,2997,15717,6352,2990,8984
14/01/2023 21:00,3895,8854,32590,13325,2873,15033,6095,2820,8607
14/01/2023 22:00,3741,8464,30850,12686,2811,14249,5770,2670,8264
14/01/2023 23:00,3870,8371,29050,12328,2762,13675,5609,2630,7967
15/01/2023 00:00,3846,8152,26920,11606,2679,12869,5523,2560,7684
15/01/2023 01:00,3987,8365,25780,11474,2772,12576,5561,2620,7583
15/01/2023 02:00,4140,8700,25400,11690,3028,12933,5946,2800,8065
15/01/2023 03:00,4228,9006,25240,11829,3207,13186,6298,2980,8570
15/01/2023 04:00,4280,9135,25040,11819,3233,13038,6306,2990,8673
15/01/2023 05:00,4204,9113,25210,11614,3068,12421,6101,2830,8348
15/01/2023 06:00,4085,8851,26150,11600,2830,12364,5830,2610,7870
15/01/2023 07:00,3907,8754,28030,12016,2742,13084,5911,2600,7919
15/01/2023 08:00,4015,9116,30730,12643,2852,14321,6199,2820,8230
15/01/2023 09:00,4049,9416,31890,12677,2968,14951,6179,2870,8435
15/01/2023 10:00,3944,9297,32160,12414,2960,14852,6039,2840,8507
15/01/2023 11:00,3901,9179,32080,12083,2945,14859,5943,2790,8585
15/01/2023 12:00,3840,9143,32410,11907,2957,14950,5753,2870,8573
15/01/2023 13:00,3758,8953,32470,11708,2930,14802,5849,2830,8397
15/01/2023 14:00,3727,8863,32350,11996,2901,14648,5821,2810,8425
15/01/2023 15:00,3918,9073,32760,12329,2907,14709,5975,2840,8567
15/01/2023 16:00,4080,9626,34180,13028,2995,15030,6190,2890,8775
15/01/2023 17:00,4295,10196,35740,13953,3173,16120,6773,3120,9510
15/01/2023 18:00,4305,10252,36160,14186,3223,16536,6966,3200,9854
15/01/2023 19:00,4258,10022,35550,14085,3158,16339,6751,3130,9663
15/01/2023 20:00,4214,9731,34600,13682,3071,15984,6581,3010,9395
15/01/2023 21:00,4157,9299,32960,13258,2941,15265,6216,2850,8973
15/01/2023 22:00,4062,8695,30800,12490,2855,14370,5764,2680,8526
15/01/2023 23:00,4278,8616,28760,12119,2831,13619,5513,2620,8099
16/01/2023 00:00,4226,8446,26520,11496,2771,12788,5366,2540,7707
16/01/2023 01:00,4363,8684,25560,11477,2876,12569,5448,2600,7659
16/01/2023 02:00,4495,9062,25360,11762,3113,13039,5805,2800,8245
16/01/2023 03:00,4638,9385,25470,12045,3293,13322,6250,3000,8788
16/01/2023 04:00,4681,9687,26170,12198,3368,13395,6416,3070,9171
