timestep,bio-power-bagasse-INDEA-agricultural-waste-solids-exo-2023,bio-power-bagasse-INDNE-agricultural-waste-solids-exo-2023,bio-power-bagasse-INDNO-agricultural-waste-solids-exo-2023,bio-power-bagasse-INDSO-agricultural-waste-solids-exo-2023,bio-power-bagasse-INDWE-agricultural-waste-solids-exo-2023,bio-power-non-bagasse-INDEA-bioenergy-exo-2023,bio-power-non-bagasse-INDNE-bioenergy-exo-2023,bio-power-non-bagasse-INDNO-bioenergy-exo-2023,bio-power-non-bagasse-INDSO-bioenergy-exo-2023,bio-power-non-bagasse-INDWE-bioenergy-exo-2023,bio-power-waste-to-energy-INDEA-waste-exo-2023,bio-power-waste-to-energy-INDNE-waste-exo-2023,bio-power-waste-to-energy-INDNO-waste-exo-2023,bio-power-waste-to-energy-INDSO-waste-exo-2023,bio-power-waste-to-energy-INDWE-waste-exo-2023,solar-groundmounted-INDEA-solar-exo-2023,solar-groundmounted-INDNE-solar-exo-2023,solar-groundmounted-INDNO-solar-exo-2023,solar-groundmounted-INDSO-solar-exo-2023,solar-groundmounted-INDWE-solar-exo-2023,solar-hybrid-solar-INDEA-solar-exo-2023,solar-hybrid-solar-INDNO-solar-exo-2023,solar-hybrid-solar-INDSO-solar-exo-2023,solar-hybrid-solar-INDWE-solar-exo-2023,solar-roof-top-INDEA-solar-exo-2023,solar-roof-top-INDNE-solar-exo-2023,solar-roof-top-INDNO-solar-exo-2023,solar-roof-top-INDSO-solar-exo-2023,solar-roof-top-INDWE-solar-exo-2023,wind-INDEA-wind-exo-2023,wind-INDNE-wind-exo-2023,wind-INDNO-wind-exo-2023,wind-INDSO-wind-exo-2023,wind-INDWE-wind-exo-2023,circulating-fluidized-bed-INDSO-coal-exo-2023,circulating-fluidized-bed-INDWE-coal-exo-2023,coal-unspecified-INDEA-coal-exo-2023,coal-unspecified-INDSO-coal-exo-2023,coal-unspecified-INDWE-coal-exo-2023,combined-cycle-INDNE-gas-exo-2023,combined-cycle-INDNO-gas-exo-2023,combined-cycle-INDSO-gas-exo-2023,combined-cycle-INDSO-oil-exo-2023,combined-cycle-INDWE-gas-exo-2023,gas-turbine-INDNE-gas-exo-2023,gas-turbine-INDSO-gas-exo-2023,hydro-reservoir-INDEA-water-exo-2023,hydro-reservoir-INDNE-water-exo-2023,hydro-reservoir-INDNO-water-exo-2023,hydro-reservoir-INDSO-water-exo-2023,hydro-reservoir-INDWE-water-exo-2023,hydro-run-of-river-INDEA-water-exo-2023,hydro-run-of-river-INDNE-water-exo-2023,hydro-run-of-river-INDNE-water-exo-2030,hydro-run-of-river-INDNO-water-exo-2023,hydro-run-of-river-INDNO-water-exo-2030,hydro-run-of-river-INDSO-water-exo-2023,hydro-run-of-river-INDWE-water-exo-2023,hydro-unspecified-INDNO-water-exo-2023,hydro-unspecified-INDNO-water-exo-2030,hydro-unspecified-INDSO-water-exo-2023,hydro-unspecified-INDSO-water-exo-2030,internal-combustion-combined-cycle-INDNE-gas-exo-2023,internal-combustion-combined-cycle-INDSO-gas-exo-2023,internal-combustion-combined-cycle-INDSO-oil-exo-2023,pressurized-heavy-water-reactor-INDNO-uranium-exo-2023,pressurized-heavy-water-reactor-INDSO-uranium-exo-2023,pressurized-heavy-water-reactor-INDWE-uranium-exo-2023,pressurized-heavy-water-reactor-INDWE-uranium-exo-2030,pressurized-water-reactor-INDSO-uranium-exo-2023,steam-turbine-INDEA-coal-exo-2023,subcritical-INDEA-coal-exo-2023,subcritical-INDNE-coal-exo-2023,subcritical-INDNO-coal-exo-2023,subcritical-INDSO-coal-exo-2023,subcritical-INDWE-coal-exo-2023,subcritical-INDWE-waste-exo-2023,supercritical-INDEA-coal-exo-2023,supercritical-INDNO-coal-exo-2023,supercritical-INDSO-coal-exo-2023,supercritical-INDWE-coal-exo-2023,ultrasupercritical-INDWE-coal-exo-2023,subcritical-INDEA-coal-exo-2030,supercritical-INDEA-coal-exo-2030,supercritical-INDNO-coal-exo-2030,supercritical-INDSO-coal-exo-2030,supercritical-INDWE-coal-exo-2030,ultrasupercritical-INDEA-coal-exo-2030,ultrasupercritical-INDNO-coal-exo-2030,ultrasupercritical-INDWE-coal-exo-2030,pressurized-heavy-water-reactor-INDNO-uranium-exo-2030,pressurized-heavy-water-reactor-INDSO-uranium-exo-2030,solar-groundmounted-INDEA-solar-exo-2030,solar-groundmounted-INDNE-solar-exo-2030,solar-groundmounted-INDNO-solar-exo-2030,solar-groundmounted-INDSO-solar-exo-2030,solar-groundmounted-INDWE-solar-exo-2030,wind-INDNO-wind-exo-2030,wind-INDSO-wind-exo-2030,wind-INDWE-wind-exo-2030,hydro-reservoir-INDEA-water-exo-2030,hydro-reservoir-INDNE-water-exo-2030,hydro-reservoir-INDNO-water-exo-2030,hydro-reservoir-INDSO-water-exo-2030,hydro-reservoir-INDWE-water-exo-2030
2023-01-01 10:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.512,0.527,0.398,0.536,0.449,0.512,0.398,0.536,0.449,0.512,0.527,0.398,0.536,0.449,0.001,1.0,0.063,0.407,0.134,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.512,0.527,0.398,0.536,0.449,0.063,0.407,0.134,0.245,0.248,0.229,0.422,0.313
2023-01-01 11:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.623,0.601,0.565,0.676,0.599,0.623,0.565,0.676,0.599,0.623,0.601,0.565,0.676,0.599,0.0,1.0,0.019,0.45,0.109,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.623,0.601,0.565,0.676,0.599,0.019,0.45,0.109,0.245,0.248,0.229,0.422,0.313
2023-01-01 12:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.654,0.612,0.664,0.755,0.685,0.654,0.664,0.755,0.685,0.654,0.612,0.664,0.755,0.685,0.001,1.0,0.043,0.472,0.106,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.654,0.612,0.664,0.755,0.685,0.043,0.472,0.106,0.245,0.248,0.229,0.422,0.313
2023-01-01 13:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.627,0.57,0.697,0.769,0.714,0.627,0.697,0.769,0.714,0.627,0.57,0.697,0.769,0.714,0.004,1.0,0.047,0.48,0.09,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.627,0.57,0.697,0.769,0.714,0.047,0.48,0.09,0.245,0.248,0.229,0.422,0.313
2023-01-01 14:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.561,0.48,0.669,0.725,0.689,0.561,0.669,0.725,0.689,0.561,0.48,0.669,0.725,0.689,0.008,1.0,0.062,0.477,0.077,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.561,0.48,0.669,0.725,0.689,0.062,0.477,0.077,0.245,0.248,0.229,0.422,0.313
2023-01-01 15:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.438,0.343,0.59,0.622,0.61,0.438,0.59,0.622,0.61,0.438,0.343,0.59,0.622,0.61,0.011,1.0,0.079,0.466,0.069,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.438,0.343,0.59,0.622,0.61,0.079,0.466,0.069,0.245,0.248,0.229,0.422,0.313
2023-01-01 16:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.275,0.175,0.454,0.468,0.477,0.275,0.454,0.468,0.477,0.275,0.175,0.454,0.468,0.477,0.016,1.0,0.082,0.439,0.069,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.275,0.175,0.454,0.468,0.477,0.082,0.439,0.069,0.245,0.248,0.229,0.422,0.313
2023-01-01 17:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.118,0.023,0.264,0.275,0.296,0.118,0.264,0.275,0.296,0.118,0.023,0.264,0.275,0.296,0.038,1.0,0.081,0.406,0.083,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.118,0.023,0.264,0.275,0.296,0.081,0.406,0.083,0.245,0.248,0.229,0.422,0.313
2023-01-01 18:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.01,0.0,0.082,0.093,0.113,0.01,0.082,0.093,0.113,0.01,0.0,0.082,0.093,0.113,0.065,1.0,0.097,0.352,0.115,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.01,0.0,0.082,0.093,0.113,0.097,0.352,0.115,0.245,0.248,0.229,0.422,0.313
2023-01-01 19:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.0,0.0,0.003,0.004,0.005,0.0,0.003,0.004,0.005,0.0,0.0,0.003,0.004,0.005,0.069,1.0,0.135,0.377,0.172,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.0,0.0,0.003,0.004,0.005,0.135,0.377,0.172,0.245,0.248,0.229,0.422,0.313
2023-01-01 20:00:00,0.45,0.385,0.385,0.28875,0.385,0.45,0.4,0.4,0.4,0.4,0.45,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,0.163,0.383,0.194,0.74,0.74,0.74,0.74,0.74,0.98,0.98,0.06,1.0,0.98,0.98,0.98,0.245,0.248,0.229,0.422,0.313,0.245,0.248,0.248,0.229,0.229,0.422,0.313,0.229,0.229,0.422,0.422,0.98,0.06,1.0,0.77,0.77,0.77,0.77,0.77,0.74,0.74,0.74,0.74,0.74,0.74,0.4,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.77,0.77,0.0,0.0,0.0,0.0,0.0,0.163,0.383,0.194,0.245,0.248,0.229,0.422,0.313
